Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Yair Rodríguez,def.,Alex Caceres,"Decision (split) (46–49, 48–47, 48–47)",5,5:00
Featherweight,Dennis Bermudez,def.,Rony Jason,"Decision (unanimous) (30–27, 30–26, 30–27)",3,5:00
Middleweight,Thales Leites,def.,Chris Camozzi,Submission (rear-naked choke),3,2:58
Welterweight,Santiago Ponzinibbio,def.,Zak Cummings,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Middleweight,Trevor Smith,def.,Joe Gigliotti,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Women's Strawweight,Maryna Moroz,def.,Danielle Taylor,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Welterweight,Court McGee,def.,Dominique Steele,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Heavyweight,Marcin Tybura,def.,Viktor Pešta,KO (head kick),2,0:53
Lightweight,David Teymur,def.,Jason Novelli,KO (punches),2,1:25
Featherweight,Teruto Ishihara,def.,Horacio Gutiérrez,KO (punches),1,2:32
Featherweight,Cub Swanson,def.,Tatsuya Kawajiri,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Heavyweight,Justin Ledet,def.,Chase Sherman,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
