Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Georges St-Pierre (c),def.,Johny Hendricks,"Decision (split) (47–48, 48–47, 48–47)",5,5:00
Light Heavyweight,Rashad Evans,def.,Chael Sonnen,TKO (punches),1,4:05
Welterweight,Robbie Lawler,def.,Rory MacDonald,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Tyron Woodley,def.,Josh Koscheck,KO (punches),1,4:38
Flyweight,Ali Bagautinov,def.,Tim Elliott,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Lightweight,Donald Cerrone,def.,Evan Dunham,Submission (triangle choke),2,3:49
Middleweight,Thales Leites,def.,Ed Herman,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Rick Story,def.,Brian Ebersole,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Érik Pérez,def.,Edwin Figueroa,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Jason High,def.,Anthony Lapsley,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Sergio Pettis,def.,Will Campuzano,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Light Heavyweight,Gian Villante,def.,Cody Donovan,TKO (punches),2,1:22
