Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,Dominick Cruz (c),def.,Urijah Faber,"Decision (unanimous) (50–45, 49–46, 48–47)",5,5:00
Middleweight,Chris Leben,def.,Wanderlei Silva,KO (punches),1,0:27
Lightweight,Dennis Siver,def.,Matt Wiman,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Tito Ortiz,def.,Ryan Bader,Submission (guillotine choke),1,1:56
Welterweight,Carlos Condit,def.,Dong Hyun Kim,KO (flying knee and punches),1,2:58
Lightweight,Melvin Guillard,def.,Shane Roller,KO (punches),1,2:12
Lightweight,Rafael dos Anjos,def.,George Sotiropoulos,KO (punch),1,0:59
Bantamweight,Brian Bowles,def.,Takeya Mizugaki,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Middleweight,Aaron Simpson,def.,Brad Tavares,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Anthony Njokuani,def.,Andre Winner,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00
Bantamweight,Jeff Hougland,def.,Donny Walker,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
